mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cat__depth,param_cat__iterations,param_lgbm__max_depth,param_lgbm__n_estimators,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.0504523118336995,0.019503866392932157,0.003360907236735026,0.0004526876079422978,4,50,3,50,0.1,3,50,"{'cat__depth': 4, 'cat__iterations': 50, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 50, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 50}",0.7959486166007905,0.8023715415019763,0.8023715415019763,0.8002305665349144,0.0030277958351202713,1
